shout_id,confederate,instance_id,node_id,user_id,composition,structure,condition,pattern_name,publish_at,content,liwc.anger
8490,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:33,Do we discuss our answers? New to this.,0
8491,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:33,I will get the booster shot,0
8520,no,456,83081,30130,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:33,I chose 1000,0
8537,no,467,82926,29832,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:33,hello,0
8538,no,456,76862,32746,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:33,"14, isn't it free of charge?",0
8539,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:33,2400 was my chose,0
8541,no,467,82617,29478,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:33,It was good on me,0
8547,no,456,84560,33262,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:34,Who knows the correct answer to the question?,0
8550,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:34,Not me,0
8551,no,467,84232,32684,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:34,My grand children are not allowed to come over until they have been vaccinated.,0
8556,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:34,No clue,0
8558,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:35,It is free,0
8559,no,467,83504,30713,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:35,Yeah,0
8560,no,467,82617,29478,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:35,Every member of my family is vaccinated,0
8562,no,467,82926,29832,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:35,good,0
8563,no,456,82939,29877,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:35,Yes,0
8564,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:35,I feel like they have tracer in the vaccine,0
8567,no,456,82959,30002,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:35,I don't think there's a lot of severe reactions,0
8568,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:35,"I hope the number is lower, haha. But maybe 200 something?",0
8570,no,467,84232,32684,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:35,"Hey, how long do these sessions last?",0
8571,no,467,82617,29478,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:35,I don't think so,0
8605,no,456,83081,30130,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,I guessed 960,0
8612,no,456,82959,30002,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,I don't think it's more than 500,0
8613,no,456,83081,30130,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,i think it&#x2019;s low too,0
8616,no,467,84225,32670,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:36,I have AIDS so o was grateful for the booster. No side effects from the booster or the 2 Moderna shots,0
8617,no,456,84331,32862,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,Average answer was 40 so i repick 50,0
8620,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,Eek. I think I&#x2019;m too low.,0
8621,no,467,82926,29832,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:36,hello,0
8624,no,456,84036,32226,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,I saw that it&#x2019;s about 1%,0
8625,no,456,84026,32207,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:36,its hard to answer.  It is low but it sort of depends on how they categorize reactions.,0
8676,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:37,Wow. 1%?,0
8677,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:37,Tracer is something they follow and have acces to u,0
8679,no,467,82617,29478,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:37,Is she vaccinated after or before treatment?,0
8680,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:37,I was thinking &#x1F914;,0
8681,no,456,84170,32552,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,Why is it always the same question,0
8682,no,456,84026,32207,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,you already have a tracer....your phone.  They don't need to put anything in a vaccine to trace you.\,0
8684,no,456,84712,33452,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,You could of been tracked before covid was ever a think,0
8685,no,456,76862,32746,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,"Exactly, 28!",0
8686,no,456,84712,33452,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,thing*,0
8687,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,First time here. The same question was asked last time?,0
8688,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,Where is the game,0
8689,no,456,83081,30130,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,Yes they just give us chances to change,0
8692,no,456,82640,29506,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,"Haha, good point 28.",0
8693,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,Ur right phone tracer,0
8695,no,456,84331,32862,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:38,we're in the game already,0
8696,no,456,83081,30130,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:39,I completely trust the vaccine personally,0
8698,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:39,I do somewhat,0
8699,no,467,82617,29478,m,c,m.c,Star - core 1 - 30 nodes,11/12/21 12:39,Alright thanks for the information,0
8700,no,456,84712,33452,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:39,I believe it&#x2019;s the better then other options,0
8701,no,456,84712,33452,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:40,I don&#x2019;t believe in natural immunity for something like this,0
8702,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:40,I'm mad I didn't get paid for the vaccine,11.11
8703,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:40,Jobs were offering stuff like that,0
8704,no,456,82914,29820,m,d,m.d,Random - homog degree 4 - N30,11/12/21 12:41,Raven winning the super bowl,0
9100,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:32,Hii,0
9103,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:32,Hello,0
9104,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:32,Yes but I haven&#x2019;t gotten it yet,0
9106,no,479,86302,4242,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,I got the vaccine already,0
9107,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,what about you,0
9108,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,Im concerned about the long term effects,0
9109,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,yes I do,0
9111,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,I got the vaccine too,0
9112,no,479,86309,31053,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,Hello,0
9113,no,479,86862,7368,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,Hi,0
9114,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,me too but I&#x2019;m gonna have to get it eventually,0
9116,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:33,So gonna just bite the bullet and get it over with,0
9117,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,Do you notice any side effects ?,0
9119,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,Really,0
9120,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,What side effects does your friend have,0
9122,no,479,86302,4242,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,I didn't notice any side effects,0
9123,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,Health effects years later,0
9124,no,479,86310,31069,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:34,Thanks for the heads,0
9125,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:35,Wow.....has she seek medical attention?,0
9126,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:35,I would have gotten the Johnson one if not for the blood clots side effect risk,0
9129,no,479,86266,37210,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:35,Hi,0
9130,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:35,That sucks,50
9131,no,479,86311,37141,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:35,Hi,0
9167,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:36,That makes me even more nervous.,0
9168,no,479,86309,31053,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:36,Yeahn,0
9171,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:36,No I don't,0
9174,no,479,86310,31069,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:36,Gone,0
9180,no,479,86310,31069,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,Champion,0
9181,no,479,86308,30718,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,i get you,0
9184,no,479,86309,31053,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,But it seems things are going back to normal,0
9187,no,479,86310,31069,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,Winner,0
9188,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,I agree,0
9189,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,I agree too,0
9191,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:37,I feel like we will get herd immunity soon,0
9192,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:38,i want as many  to get vaccinated as possible so I don&#x2019;t have to lol,0
9193,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:38,me too!,0
9195,no,479,86308,30718,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:38,lol,0
9230,no,479,86264,37208,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:39,Have u decided to get the vaccine,0
9235,no,479,85911,36889,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:39,not yet,0
9238,no,479,86309,31053,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:39,I did,0
9241,no,479,87641,29345,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,Kids and aged needs it more,0
9242,no,479,86310,31069,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,Squid,0
9246,no,479,86343,37244,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,I have,0
9247,no,479,88787,37082,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,I&#x2019;m gonna get it but taking my time to see what happen,0
9250,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,Usually vaccines take years to be FDA approved,0
9251,no,479,88781,37075,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:40,these seemed rushed so Im waiting,0
9256,no,479,86308,30718,aa,c,aa.c,Star - core 1 - 30 nodes,11/16/21 12:43,i also agree with you. its kind of hard to understand lol,0
9258,no,481,88266,31789,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:02,Hey,0
9259,no,481,87534,28769,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:02,Hello!,0
9262,no,481,88266,31789,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:02,Yes,0
9264,no,481,88266,31789,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:02,Not yet,0
9265,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,hey was that the first question,0
9267,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,my answer 200 yours?,0
9268,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,No booster tho,0
9269,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,Good Afternoon glad,0
9271,no,481,87566,28939,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,I said 10 lol,0
9272,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,1000,0
9273,no,481,88180,30731,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,Hello gamers,0
9274,no,481,87534,28769,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,Everyone I know who got the booster had zero side effects,0
9275,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,I put 10,0
9276,no,481,87534,28769,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,1500,0
9277,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,maybe 5000,0
9278,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,Cuz the chances should be really low,0
9280,no,481,87566,28939,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,We got this number 3 lol,0
9281,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:03,I put 10 also,0
9283,no,481,87566,28939,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,Woot woot,0
9284,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,Wait do we get paid based on how close our answer is,0
9285,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,not getting the vaccine,0
9287,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,hello,0
9288,no,481,88780,37043,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,Why is there a booster if the shot sopose to be good,0
9289,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,i used 5000,0
9290,no,481,84541,33205,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,I put in 9000,0
9291,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,hey what's the question about how many severe reactions occur for every 10000 the first question,0
9292,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:04,Had Covid now have antibodies,0
9296,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:05,have you taken the vaccine?,0
9297,no,481,87534,28769,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:05,We don't know how long the antibodies remain.,0
9298,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:05,I was tested,0
9299,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:05,ofcourse,0
9347,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:05,anybody knows about number one,0
9348,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,Hmm the average is 2k,0
9355,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,Yeah so I put around 1500,0
9356,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,Oh,0
9357,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,Anyone do this before,0
9358,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,i put 1500 too,0
9360,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,3k,0
9361,no,481,86022,37129,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,The average I choosed was 3000,0
9362,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:06,First time,0
9363,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:07,how does this work?,0
9364,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:07,?,0
9367,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:07,wondering if it&#x2019;s a hoax,0
9369,no,481,86022,37129,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,Not sure if I got the answer,0
9370,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,I feel like most of you are shills as in fake interaction to sway my answer,0
9371,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,how much can we earn on this muximum?,0
9372,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,I am hoping it is for real,0
9374,no,481,88780,37043,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,Me to,0
9375,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,$5 lol,0
9376,no,481,88180,30731,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:08,i too its my first time,0
9377,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:09,$50 ,0
9379,no,481,88780,37043,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:09,How long does it take to get your money,0
9401,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:09,great!,0
9428,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:09,to earn $50 you must get the rightanswer,0
9430,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:10,anybody who have earned $50 before?,0
9431,no,481,88780,37043,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:10,It keep popping up the same questions to be answered,0
9432,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,Wait can u earn like $40?,0
9434,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,Or perhaps $25?,0
9435,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,Anaphylaxis to the mRNA COVID-19 vaccines is currently estimated to occur in 2.5 to 11.1 cases,0
9436,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,i have earned $5 before,0
9437,no,481,88798,37099,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,hope to get $50 this time,0
9438,no,481,88236,31433,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,per 1 mil,0
9439,no,481,88318,32370,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,How long does the game take,0
9440,no,481,87534,28769,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,The closer you are to the correct answer the more you earn.,0
9441,no,481,88370,32623,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:11,That&#x2019;s what I was wondering,0
9442,no,481,86192,37202,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:12,do we receive any link to survey after the game is over?,0
9443,no,481,88763,36823,m,d,m.d,Random - homog degree 4 - N30,11/17/21 13:12,Per 10k,0
9445,no,482,91584,32776,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Hi,0
9447,no,482,76859,31714,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Howdy,0
9448,no,482,76859,31714,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,yes,0
9449,no,482,83879,31824,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Hello,0
9450,no,482,83879,31824,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,And yes,0
9451,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Hey y&#x2019;all,0
9452,no,482,76846,31687,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Hello,0
9453,no,482,88396,32696,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,I&#x2019;m vaccinated,0
9455,no,482,76792,31782,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,Facts,0
9456,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,I'm vaccinated,0
9457,no,482,83921,31921,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,All 3,0
9458,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,"yes, no booster yet",0
9459,no,482,76792,31782,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,That&#x2019;s what&#x2019;s up,0
9460,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,No booster here,0
9461,no,482,88396,32696,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,"Yep, booster too",0
9462,no,482,84633,33362,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:28,"Hello from Louisville, KY",0
9463,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,I have the moderna,0
9464,no,482,84636,33365,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Hi,0
9465,no,482,91627,33090,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Hello,0
9466,no,482,84476,33024,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Hi,0
9468,no,482,87816,29589,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,hello,0
9469,no,482,76792,31782,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Sheeesh,0
9470,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,I am from los angeles,0
9471,no,482,90143,37261,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,What's answer number 1,0
9473,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Why worried?,0
9474,no,482,76859,31714,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,"JJ gave me allergic reaction, face swoll up",0
9476,no,482,83874,31807,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,What&#x2019;s up,0
9477,no,482,76846,31687,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,I&#x2019;ve heard of more reactions to the booster,0
9478,no,482,88110,30114,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,There&#x2019;s a right answer ?,0
9479,no,482,91627,33090,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:29,Yep,0
9480,no,482,76844,31940,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Not worrief,0
9481,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,No allergy here,0
9482,no,482,88396,32696,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,My booster was less symptoms than the 2nd.,0
9484,no,482,76844,31940,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Not worried about vax,0
9485,no,482,90218,37038,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Ooh,0
9486,no,482,83921,31921,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,I got super sick from the 2nd and booster bit I&#x2019;m sure the few days or soreness is better than Covid.,0
9487,no,482,84633,33362,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Where is everyine from?,0
9488,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Everyone that I know that got the booster had similar effects as the second shot,0
9489,no,482,84266,32759,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Wow,0
9490,no,482,84633,33362,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,everyone,0
9491,no,482,84476,33024,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Az,0
9492,no,482,76846,31687,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Houston,0
9493,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Los angeles,0
9494,no,482,83921,31921,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,"Auburn, AL",0
9495,no,482,87773,29537,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Jersey Shore,0
9496,no,482,76844,31940,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,no side effects here,0
9497,no,482,88396,32696,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Wa,0
9506,no,482,84266,32759,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Ny,0
9547,no,482,83874,31807,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Long Island ny,0
9552,no,482,88436,32816,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:30,Denver,0
9559,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:31,"I read somewhere that 11 per million get anaphylaxis, so per 10 mil I put my answer as 110",0
9560,no,482,84636,33365,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,"Yah, saw about 110 per 10 million too",0
9562,no,482,76844,31940,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,I think game is asking same quedtions more than once?,0
9563,no,482,91584,32776,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,"The queation is per 10,000",0
9564,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,Not here,0
9565,no,482,91584,32776,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,I put 3,0
9566,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,Dang thousands lol,0
9567,no,482,84636,33365,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,"Eh, ahh well",0
9568,no,482,83879,31824,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,I had 100 but moved it up. It's low for sure,0
9569,no,482,88110,30114,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,Google said 20 lol,0
9570,no,482,76844,31940,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,game is confusing,0
9572,no,482,83879,31824,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,Yeah weird experiment,0
9573,no,482,91584,32776,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,I can revise towards 20 then,0
9574,no,482,84607,33332,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,How do you make the money here?,0
9575,no,482,84476,33024,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:32,I said 50,0
9576,no,483,84634,33363,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,Hello,0
9577,no,483,87751,29512,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,hi,0
9579,no,482,88761,36810,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,They will send you PayPal in about a day,0
9580,no,483,87751,29512,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,how are you?,0
9581,no,482,76846,31687,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,My question too,0
9582,no,482,84476,33024,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,Nice,0
9583,no,482,90218,37038,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,Really confusing,0
9584,no,483,83816,31647,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,Hey. Here in so cal,0
9586,no,483,91763,37136,m,d,m.d,Random - homog degree 4 - N30,11/18/21 15:33,Hi everyone,0
